INVOICE_NO,ITEM_ID
216075971,14436753
306071194,14701325
W016075217,1699
W016077794,126081
2316071422,11846599
CX47346934,2991074
316079361,"3333454,777521,778517"
316075024,15006126
216073967,"143129,149203,70355"
216075535,14846042
316072832,14696183
CX47345655,3401856
W016073292,3722546
216072913,"140729,14682730,3390583,88284"
316078538,"6837600,7122588"
W016070594,141573
CX47345754,4169607
616070288,1199
316072057,15305986
316078922,3250538
216071222,"127343,14753944,8197588"
W016070398,3249398
216074056,9337587
CX47346902,"132888,13728591,3249444"
CX47347780,13250645
216076549,14281728
A716070304/17661542,15306961
CX47348168,7203589
316071687,14578828
1616071184/88761595,"14864858,14864859,14864860,15187113,15199049,15199050,15199051"
W016071094,3024110
2316070630,3418662
316070037,"11702587,14887908,15083043,15185958"
216070608,"10175587,129761"
216073796,14990878
216078021,99011
316073979,88569
216078080,2205274
W016078988,14933899
W016074392,14452727
216070687,6535589
216074202,"232022,3335312,3369096"
W016071341,2428050
316072371,15268974
W016078045,2730037
216070095,3318772
1616070544/88761166,"14526773,15078912,15206971,15334065,15540004"
216072155,"122450,122752,122775,122832,123153,125250,125286,1312779,13453589,1357777,1512786,1697,2206869,2573017,2955074,3206373,3219378,3220377,3220379,3252292,3328644,3328647,3335172,412323"
W016079119,"133393,2810084,3326064"
316079184,15135010
316071534,7967588
W016073838,133711
CX48010566,"14778852,14782307"
216076986,"3337699,49046"
O516070688,149518
O516070547,150831
316070115,"134228,1718,70099"
306070564,15220033
CX47347954,88411
6A01600519,"15306063,15352007"
316073687,"15214987,15290102,15615024,3306900,3306901,3321673,3341976,3343262,3365676,3401881,6498628"
W016072230,141872
CX47347303,135883
W016070913,"136025,3196276,5807587"
O516070242,133677
W016072086,26001
CX47347171,3245338
216074829,3366750
316070312,14752224
2316071331,14690979
CX47348305,"14518733,4709647,6624591,70128,9046593"
216072287,"133619,134853,134854,134862,134870,134872,134954,135051,135056,135122,135224,135344,135452,135466,135469,135491,135492,135493,135494,135495,135496,135497,135498,135499,135501,135502,135503,135504,135505,135506,135507,135508,135509,135510,135514,135515,135563,135780,135789,135824,135835,135838,136191,136203,136205,14368729,14908665,15021864,15021876,1538791,1698,1698791,1707,1708,1755,183078,2100794,23004,232041,2388036,2895068,2895075,3181351,3205339,3205732,3206319,3206436,3216486,3245354,3245629,3250356,3308868,3312684,3315585,3316309,3316310,3317639,3318553,3321500,3326167,3328612,3336149,3344437,3389808,3398107,3403907,3423715,3424487,3434249,3704636,620412,70126,70127,70274,70297,70509,7068592,761495,8122587,87118,87120,87947,87950,87951,87995,881629,88301,88411,88442,88443,88444,88445,88446,88479,88480,88520,88563,88622,88623,88675,88676,88677,9544591,9544596"
1616070222/79213738,"14921003,15455984"
216077738,15222028
316073655,"143630,143638"
W016074063,"14842915,3200294"
216073580,4231589
216070388,14930032
1616070107/79213714,14846195
E216070019,116062
216077817,"10175587,132639,133355,133402,13342589,133456,135171,1708,2664026,3180265,3240820,3245338,3318772,5022588,70449,70450,77029,87496,88443"
216076123,"14176610,14813624,15180022,3021074,3247116,3305868,3311308,3386586,3394343,5473592,5705592,7229587"
6A01600630,14790248
216070083,"138454,138455,142993,3332029,3369979"
W016075911,3179471
CX47348364,3807428
316073123,10501591
216072685,14511785
216074695,"14997999,6511595"
306070388,"131795,134275,134287,13601590,1708,2206526"
P516070055,15288975
316079289,14792856
316072035,14727939
316079155,14988109
CX47346636,"10046587,14199695,3216410"
1616070036/79213657,"13211594,14310766,14988989,15037958,15046030,15047904,15182032,15185961,15192099,15242560,15312000"
6891601065,"15189014,15280990,15336004"
W016071029,"1313781,132757,14731112,14731126,14733875,149201,1747,3073068,3265972,3266308"
CX47345648,132880
CX48011988,15221043
W016072068,3325137
W016076654,3037078
CX48010458,14681756
W016077687,2205101
216075412,5742590
216077708,15463962
1616070621/88761252,"15201035,15455984"
1916070077,"14481833,15157064"
B516070229/01839128,"14789599,2242187"
216076976,3338617
W016077782,136150
W016076317,3434921
CX47348586,"15472963,15472965,15473010,15473011,15473013,15489105,15659985,15659986,15659988,15659990,15659991,15659992"
3811600133,14952090
B516070243/01839146,6466587
W016070321,3219469
CX47346278,14989859
W016070424,5499588
2316070702,8922604
W016076223,14901187
5416070154,15367960
W016074297,3384839
316071842,6801611
W016072925,3309871
316079532,"1249,15078005"
216070222,"126079,126233"
O516070035,148490
316073266,15241958
316076534,"14207611,15016758"
CX47346650,"3417502,405,5095613"
306071554,"14728033,15157963"
B516070083/01838740,2205572
316079863,14675232
216077834,"3386786,3401214"
O516070382,148665
316077080,3179508
1616070004,"15245997,15436253,15471068,15471069"
D616070490,"2205574,2205654"
B516070106/01838963,"128444,183067"
316074358,"14695744,3397538,3408381"
316076633,"143198,87141"
CX48010603,15046866
216073906,132141
CX47346841,3217351
2316071485,14748914
W016071239,10926588
6831600778,15307088
B516070450,2208000
316075338,14856959
W016070789,1639795
A716070612,3194181
216075247,70057
5416070106,14988891
316078328,"14752325,3249325"
216073060,10152591
1616070402/79213951,15243031
2316071516,15227079
2316070632,152234
6841600903,14962884
316070362,14839061
W016071483,3397222
W016078055,"13609628,70042"
316075731,3396381
316070708,3395365
CX47347362,"14566445,4709595,70449,88443"
6C01600259,"15307088,15549964"
6A01600512,"15419008,15461984"
306070880,"3420397,70335"
316077460,14819917
K516070195,15051992
216075081,15110081
W016077079,142994
2316070829,1667815
6F01600277,"14782210,14782215,14790248,15288975,15336004"
616070511,"14706072,14706647,3399035"
6E01600567,14782215
216074029,"14787478,14851904"
CX47347858,3417453
216076141,9079601
216073137,135520
316072846,"3383606,87394,87404"
O516070845,1539787
316075877,1755
316075017,3215790
CX48010274,1237
CX47345402,14908271
6871600802,"14735848,14962884,15041895,15278976,15278977,15404968"
6871600684,15461984
CX47348730,14566127
216077944,7266587
W016070875,"140985,143805,3780598"
W016074302,3184576
O516070218,3336430
316076375,7574587
216071617,3307285
CX48011748,14798977
K516070281,"15058972,15189014"
W016074879,70589
216071782,"107043,128864,14432768,14846405,15314008,230963"
316076241,137785
W016070364,2206371
A716070458/17661981,"151107,3216303,3423441"
O516070495,3313693
O516070618,126722
316073628,233303
1616071669,"11667587,14141594,14191598,14491727,14688947,14790275,14791903,14866031,14923917,15002577,15140234,15140961,15140964,15166003,15193974,15220962,15242273,15242274,15348976,15348977,15487025,15512018,15587004,15638974,15651977"
216076458,"126233,126542,126991,127343,129085,131254,132753,132934,132983,132985,13926595,193058,219745,233303,2797101,3114083,3188486,3217349,3252305,3306456,3459650,4169607,4955591,70068,70148,70415,70589,864617,885653,953647,99016"
316078514,"12161587,2207487,3442637"
CX47345253,"3223014,3345651"
CX47347241,116891
316073513,14847917
O516070701,3783322
O516070318,132983
316072663,14723919
316079033,3228697
216071686,12560591
216072662,14675698
P516070012,15288975
616070415,3382286
W016074613,9228587
216075623,"26001,3298637,3336149,87945,88518,88520"
216075904,"134739,135382,14810891,1919786,2165800,3217014"
6891600880,15279968
K516070174,"15280990,15286972"
CX47347140,"11206587,3312981,3395365"
A716070417/17830753,3391422
W016074913,2079816
W016074419,2206079
306070309,3046069
W016071922,3335891
2316070168,14924138
6821600314,14920945
316072448,"14762160,3458597"
W016074274,3343738
216077811,15518966
W016078189,133307
306070182,1103752
316075093,14961857
D616070368,14790753
3811600141,3184296
316078037,3333086
W016074443,3843412
O516070620,2859071
CX47347054,3339842
W016070726,2336013
316070296,15452064
6841601134,15461984
W016075156,3394343
O516070357,126171
W016072454,151042
5416070189,14846430
216077439,"14781890,15546988"
306070010,14251621
216071855,3313535
W016078539,3806816
2316070096,"1683785,718462"
1616071518/88761831,15404030
316074003,14752325
216074244,14428726
216074210,14959954
216070255,70415
2316071150,14677795
6E01600579,14988891
316077135,14753992
316070032,14621731
216073266,125765
316073733,3219381
216073600,14863025
216074225,70448
216077128,14887982
W016075344,70509
316074649,"14752201,14760944"
216075960,4029588
A716070535/17830677,143094
316071284,"100,818604"
316075127,14787896
1616070797/普00871193,14977861
1616070493,"15245997,15471069"
W016072711,14989043
6F01600240,15419008
216070434,"14565707,14566758"
316073393,"15201975,15363023,3179669,3250360"
W016072527,3770818
W016076898,87496
216073857,"15236985,3201502,4250609,7816587"
CX47345966,70128
316074398,88064
B516070274/01839165,"3312620,693,848,856,859,861"
1616070104,"13211594,15166111,6642591"
1616071617/500016845,"15584965,15587004"
1616071481/88761799,15255958
W016076192,2205821
316077159,"128845,3224878"
CX47348626,14565805
CX47345939,14564812
316077613,15075897
216078134,87991
CX47345970,"14315735,15085069,15104001,6816591"
216077862,"126109,126165,126678,129155,133402,133405,133456,135817,14972050,1826787,23004,3330941,3340154,412327,4709595,5262590,70447,70449,70509,87945,88443"
1616071327/500016774,15078912
P516070019,"15189014,15288976"
3416070420,15472045
CX47345273,2248991
316076489,"15220033,15220036"
W016077608,3318783
W016074363,2205216
W016075569,14789831
2316071891,143641
6881600327,15401988
216073371,"14549729,15051022,232213,2555016,3977587,70126,70128,70447,88445,88475"
316072767,"12206587,12207587,12210592,14675324,14787174,14792010,14792011,14803900"
W016074862,134753
W016072369,"136432,148662,3340102,3367697"
O516070648,2205782
216075288,14197632
306071229,15583959
2316070774,15090092
2316071366,3368985
2316071436,3368921
6A01600527,"15280990,15404968"
316071045,"12653587,135783"
K516070145,15051992
W016075343,3420418
W016074156,"15505069,2559022"
316075474,5539610
W016074095,564386
6I01600578,14790248
216074000,"134737,135789,14300766,14811972,14813512,14816070,15021870,15331230,2165800,2206644"
216070853,"1295794,14699504,149904"
316074648,"3365183,3403624"
CX47346524,14436753
W016076073,2916083
A716070071/17830724,"3085213,3085218"
3416070014,"14846430,15189014,15280990,15283965,15286972,15288972,15288976"
6871600770,15306063
216072972,14732006
316071996,15383959
W016070625,135320
316079248,70099
2316070328,14993166
216074881,15388255
W016074994,14683901
316075456,14565008
216074322,15540003
W016072460,14967191
CX47347671,15331092
CX48010328,14810900
216074539,3372405
216073608,14934260
216076212,"134742,14750897,1708,3250360,4709595,70447,70509,87945,88444"
CX47348263,"14557742,15238190"
6871600713,"14735852,14845991"
316079888,"133023,133271,230572,26001,314,850605"
216073284,"14526724,3330150"
316073499,14578818
W016078869,"3204781,3305413"
CX47346195,15063921
316077188,137785
316076748,3338823
W016072271,"3184192,3236335,3243525,3345682,3368492,3384961"
W016071484,135932
W016078856,2205619
W016070282,12136592
W016076746,3402525
1616070864/88761411,15276185
W016077238,"1031662,133771,134857,135251,135448,135466,135467,135492,135493,135495,135496,135498,135499,135501,135502,135503,135505,135507,135509,135510,135515,135563,135883,135937,14250606,14315737,15021876,1538791,1589785,1708,1755,2100794,2206869,23004,2895068,3000071,3216193,3216486,3223713,3245378,3247390,3327514,3328612,3328618,3328622,3334237,3336149,3342484,3384153,3570587,70126,70449,70450,721461,761495,87120,87950,88301,88411,88443,88623,88675,88676,88677"
3416070152,3244398
6B01600304,"14782210,14790248,14929876"
216074419,"12737587,131387,133289,133617,135522,135818,14564167,14564302,14564800,14564839,14565111,14940924,15035977,15037969,1707,1708,1731,2165794,3253019,3365271,6600587,70072,70415,70437,70449,70450,8712587,8934603,9879587"
316070002,"143690,149834,3392890"
216070224,13926596
W016072976,135496
W016074813,3298702
316079398,70349
1616070737/普00871191,14819946
306070411,14361751
316071422,"1160730,3305028"
316071747,"10522587,14918865,3385352,6244587"
K516070153,"15280990,15288972"
W016070598,14966995
216074954,"3223810,3306621,3337851"
W016070372,"14748259,8399587"
CX48012024,10601587
306071415,"141246,141428,3367588,3386942"
W016076589,126109
216077378,"14499756,3343636"
216077744,15486024
W016072975,"14846939,15172985"
A716070608,15230126
616070264,15525979
316077227,3166116
1616070589/88761226,14797542
2316071161,"10736603,136475,137795,139012,140535,140655,141002,142842,142940,143816,144978,146758,14752882,148644,150778,151533,3369975,3396494,3418422,3423460,3432058,3434888,3434906,3772203,3806746,6079588"
W016076568,125731
316075527,"14742006,15201025,15201975,15202016,15276160,3179669,3224144,3250360,3328438,3328507,3335078"
316072922,"14818089,14957865"
216072630,14691262
1616071439,"15539983,15539984,15539985"
216071822,3749856
W016078763,134704
W016076694,3244265
216072704,14504726
W016077487,"135115,1697"
6F01600249,"15306063,15307088,15323074,15336110,15419008"
6C01600257,15404968
1616071451/88761781,"15046941,15201033,15312982,15455981,15455982,15455984"
W016075392,70068
316077150,"14728086,14900224,14979902,14979903,15461987"
216070662,3250475
216077759,129397
5416070221,15141362
W016071408,3398546
CX48010243,15414960
216075086,14869928
316075602,14787614
1616070254/79213853,"14251604,15312982"
2316070098,170049
2316070029,3366572
CX47346545,3319357
2316071688,225586
216072007,"126340,134730,134737,134739,134768,135211,135344,135382,135934,14564162,14810891,14837955,14841008,14883128,14988978,15151168,15247127,15300038,1537795,1698,1744,2165800,2206869,3328643,3328645,3328648,5239587,87626,88442,88477"
216074516,14812996
CX47346145,2901183
CX47345677,88908
216077686,3223657
306071174,3225985
W016073343,1746
316076827,14199725
1616071503,"15471068,15547003,15589017"
216070601,3307285
CX47346350,"143132,3246887,3772097"
216071059,133618
